,Content,Polarity
1234,sust muert podr herenci pso - dos palabr {link} via,1
1235,compañ explic 'publico' necesari porquepublicohacefalt,0
1236,reflexion mediod hil email sab imperi desmoron empiez utiliz tecnic mafi medi pel,1
1237,h particip tertuli ventan escuch radi gratis pued ser interes,0
1238,pued falt estant madrid epic gestion - {link} historiareal,0
1239,buenisim rt ragalit mejor obras arte urban {link},0
1240,pid regal rey podriais ped emisor radi pong disc positivegeneration verd necesit,0
1241,much graci rt positivegeneration si doy regal rey,0
1242,respet veteran grad cuid fri q catarr edad peligr,0
1243,ole paraguay graci rt obvi pid full paraguay,0
1244,ejem cualqui men ret dueloper con sig leo har tal moment,0
1245,termin encarg rey mag - aqu cab fnac malag w/ others {link},0
1246,“ soci dia corr pud desped qued impresion cal ehh”numb,0
1247,cvientif quej recort despilfarr total cont top secret,1
1248,vam chacon contraprogram acto med rubalc ocho tard detall navideñ redaccion,1
1249,“ dec dic peluquer qe pel pel igual ajaja”con cuidao-,0
1250,opinion iker casill merec mas nadi merec hac tiemp nadi dij galardon just,0
1251,sal preestren emocion reaccion public graciasjos,0
1252,preparadoslistosy {link},0
1253,empiez libr intent siempr empez dedicatori graci {link},0
1254,“ ahor seriom encantagrandisim trabajo”graci corazon,0
1255,prob crowdboost graci -,0
1256,pues algun inspector pas call zon centr hinch recaud,1
1257,peticion cart bce repet despues zapater rajoy dia siguient ser invest nuev gobiern,1
1258,buen pues list encarg rey mag mañan pas dias magi {link},0
1259,comunic bien prepar buen comienz buen final arrog cuid gest mir conect algun emocion,0
1260,viv fan total,0
1261,cartaalosreyesmag rajoy necesit sal prens q deb gust,1
1262,ahor si descans buen noch,0
1263,cuant + rt mejor apoy concentr period dia patron- san fco sal ”,0
1264,goz compart tertuli rne brillant paz casanov,0
1265,urdangarin pag parej ruman q atend palacet pedralb diner public desvi aizoon aprovechategui limit,1
1266,impresion reaccion apoy dia confirm merec pen segu adel graci porquepublicohacefalt,0
1267,“ felic rey pekñ daniela”gracias-,0
1268,rt escob recomiend iu andaluc complej coincid pp {link} via,0
1269,rt nuev tecnolog sony conviert papel energ {link},0
1270,hoy dia fiablert “ prim riesg fiabl deb ser inform sol comp,1
1271,president escond tampoc habl hoy dondeestarajoy,1
1272,amaiur garantiz protagon congres veran {link},0
1273,quer rey mag sid buen sol quier atic centr madr ver amig pag si,0
1274,“ da vergüenz leer esto {link},1
1275,gabin lorenz deleg gobiern casc president qued pod testosteron debil asturi,1
1276,mont dios ver sort,1
1277,precis pretend evit 'la prim riesg continu escal alcanz puntos' {link},1
1278,esperm ministr defens acud videoconferent guion predecesor,1
1279,malag rey mag {link},0
1280,graci prescripcion supermart “ prim naufragi genial recom total,0
1281,rajoy comparec congres explic recort tras consej europe - abces {link} via,1
1282,objet cierr empres public cca fij ambicion,1
1283,elvir rodriguez acompañ habl recort cca supervision presupuest,1
1284,pp tod med estructuralesimport cuy neces reform diagnostic inform {link},0
1285,cabalgatasevill lleg pzamagdalenaespectacularpued verl web graci trending topic sevillahoy,0
1286,riolob cre barred deberi rej gestion castillal manch {link} via,1
1287,ahi vien melchor- {link},0
1288,casi baltas pais destiñ betun cutr dignid terc rey mag,1
1289,pnv trat imped gobiern pse vend vpo fond privadocre ilegal tipific {link},1
1290,compar sra saez d sta mar deficit ss hoy insult inteligent obvi fond mill€,1
1291,ibarr present enmiend segun rubalc var dimit diput / pso {link} via,1
1292,recort recarg deprim econom alvarez casc gabin lorenz agit asturi crisis crisis,1
1293,esper noch magic rey mag traig dese,0
1294,feliz noch rey,0
1295,felic rey inclus aquell sol merec carbon noch llen ilusion ser gener,0
1296,buen fot port,0
1297,siy ahor mism ko suertemañan s gran dia d ilusionel + feliz dl año niñosojal pud,0
1298,herenciapso dej de´ficit ocult grav deterior cuent pu´blic erro´ne diagno´st mal gestio´n,1
1299,rt mes español sac millon eur españ {link},1
1300,confirm gal firm aun mand pso pues sab perd aun,1
1301,hoy qued car hijoy cariñ melchor - disfrut nunc - {link},0
1302,futur tortur pas encaden ahi escap present flaubert,1
1303,rep dom escuch anthony sanchez fiest {link},0
1304,bdi disfrut rey regal cualqui año hiz ilusion histori sigl xx tom,0
1305,pues ahi “ ped rey mag retweet ”,0
1306,feliz dia rey articul gacet gallet soray | intereconom | {link} via,0
1307,abc cont hoy version pp ocult deficit part pso pued leerl kyoskoym,1
1308,melang trois “ traid rey elprimernaufragi muj gracios leer dos vez mism libro”,0
1309,dos tip años humill desnud analfabet cibernet ahor roscon chocolat quiebr disciplin rey,1
1310,autocit extrañ form entend liderazg tan parec monj clausur,1
1311,“ espectacul fot nocturn peninsul map despilfarr energet {link},0
1312,dese corazon felic aquell motiv mand fuert abraz anim,0
1313,notici descombac dispon {link} histori dia,0
1314,com alegr rebec “ regal padr contentooo {link},0
1315,byen gust ja ja“ mejor regal rey ver {link},0
1316,empres public comun autonom derroch ocult deficit valenciacom siempr {link},1
1317,rey dej libr henry kam felip v van segund pas monclo zarzuel,1
1318,esper q rey sid maj,0
1319,feliz dia d rey encant rosc chocolat calient mmm quier,0
1320,ivonn mallez encarcel hac dias cub {link},1
1321,mejor celebr dia rey dos funcionesvamooooooosssss,0
1322,sibarit “ pued evit acord regal elprimernaufragi voy abrir botell geranium”,0
1323,cni opin mism rt ex jef mos confies mujer mejor agent hombr,0
1324,abro mail encuentr previs lun siempr tan ordenadit hahahahahah habl rajoy lun febrer,0
1325,mal lee art doming ver tont just “ ver liberal manifestaos”,0
1326,llev obstlav lun q hor asegur casi hor d cen byes,0
1327,eta endurec batasun logr baj mont romp buen mal respond albert lardies,1
1328,ejem + rt suscripcion institucional diari quien benefic {link},1
1329,“ aqu roscon {link} escas,1
1330,te especial flor dentr teter graci {link},0
1331,alcald olul pp agradec nombr puebl salg medi present chacon {link},0
1332,dig “ camin terratpack rey edition pq empezais tan tard ”,1
1333,mejor timelin dispon {link} histori dia,0
1334,mañan debat vez ser esper discrep pong bin lad fbi tiemp amabil,1
1335,info rescat eeuu pescador iran {link} via {link},0
1336,rt lg present lun esper googl tv {link},0
1337,gran alvar pomb gan premi nadal felic alvar {link},0
1338,“ propuest demuestr practic escuchaact {link},0
1339,enough today fech acord d leal militar q sirv mil d kilometr caus d españ segur libert,0
1340,ole vicent sot sorder martinet ole verd,0
1341,ronald searl grand {link},0
1342,buen noch tod soñeis sueñ flamenc,0
1343,mejor madr mund punt quier mam,0
1344,buen dias -,0
1345,redund administr cuest eur urge reform,1
1346,notici descombac dispon {link} histori dia,0
1347,rt carr manol escob “ dond par diner ere {link} - {link},1
1348,pod q hac defens derech part avanz mism dentr d part rbcbenvalladol,0
1349,ademas bast dar cuent part presupuest cuent complet inclu patrimoni interes incompatibil,1
1350,proxim seman reforz dl plan concert servici social ayunt {link},0
1351,oposicion util si empeñ luch fraud propuest hic campañ apoy dar + ide,0
1352,carm cresp demostr dias maxim lealt institucional junt andaluc aprend,0
1353,cos nuev gust ver prox videocapitul bes,0
1354,social andaluc carg famp iban gobern {link},1
1355,gust mensaj rey morenes her mutiladoshay recuper servicioest mutiladosn imbecil,0
1356,chacon consider q faisan tem fantasm,1
1357,chacon gobiern zapater parec si rot plat vid,1
1358,ahora_chacon gan x futur adel,0
1359,madam barros amiguetesls rour cia cre gobern pais coñ suyasun cos wyomings,1
1360,mied gobiern rajoy q proxim seman merc ataqu deud español desbarat dl discurs d q problem zp,1
1361,exist pension vitalici expresident gobiern rest demas,1
1362,graci gent bellezuel quier rt quer escuch cont {link},0
1363,“ pas grand leyend muert acompañ enhorabuen rist gracias”,0
1364,dia precios escorial {link},0
1365,dic chacon españ acent verd psc prohib rotul español prohib acent sin idiom,1
1366,df consegu hac o conciert pa pod pas mes medi alli rt df,0
1367,primer encuest recort rajoy batall rubalc chacon metroscopi mañan pais,1
1368,buen noch graci cariñ noch premi sueñ,0
1369,enhorabuen amig canelit dej patent arte raz hoy madr ole pur cant bien,0
1370,graci cariñ emocion verd muertosderis,0
1371,veo maktub peli segund vez intens sincer recomiendom,0
1372,si ahmadinej busc romp aislamientoh eleg bienvenezuelacubaecuadornicaraguabolivi,1
1373,vec logic intern d part llev eleg lid q dificil podr gan eleccion ej republican usa,1
1374,much graci “ buen perfil “ carm chacon concesion almibar {link},0
1375,ohhhhhhh buen “ vin cen nocheviej cas {link},0
1376,val convenc verl {link},0
1377,“hay vid inteligent gobi analisis recomend anton cost {link},0
1378,declar medi ferraz patxi lopez muestr confianz rubalc tomas gomez chacon,0
1379,q valientesparamilitar cuban org actos d repudi dam d blanc huelg d hambr lanz piedr {link},1
1380,mas mit español buen impresion nuev gobiern {link},0
1381,expres franquism form 'la comuna' exig justici {link} porquepublicohacefalt,1
1382,rt anunci impuls nuev ley haciend public {link},0
1383,corazon abiert ohmmmm {link},0
1384,gar p pres provoc expresion cariñ desbord relat oficial ador asesin euskadi enfermed moral,1
1385,flo digo“ preocup tom medicacion”,0
1386,blog tribun hoy abc mentir arriesg {link} med gobiern,1
1387,bowi grabacion bbc bowi jov año aprob reval º fiv years {link},0
1388,sugerent suen bien,0
1389,importanteclar panett iran not yet decid to mak nucl bomb | fox news {link} via,0
1390,bici fuent felic {link},0
1391,dios mañan arrib ocho insomni co,1
1392,fuert catarr empeor salud manuel frag años convalec cas madr acompañ famili,1
1393,decret ajust recarg temporal rigor motis econom par ausenci nuev president rajoy,1
1394,andaluc impar {link},0
1395,prim personaj dl año sergi ga {link},0
1396,hoy cuart txiqui beneg lol gorostiag present ferraz aval candidatur cambi segur unid rbcb,0
1397,jolin qued men deterior cognit pued comenz part años {link},1
1398,list compr palacet jaum mat ocho televisor bang & olufs eur {link},1
1399,i favorit vide {link} recort social pso andaluc,1
1400,realidadl recort social pso andaluc {link},1
1401,hoy histori joven independiz crisis oblig volv cas,1
1402,total abraz enorm rt corazonmi acab compr cont {link},0
1403,esper acab igual “ leid epn todavi leyend libr apolitkovskay veo paralel luch vd”,1
1404,bastay dias hall cadav muj sign violenci fuengirol {link},1
1405,juec valencian cabez carg trabaj {link},1
1406,asegur diput gener impact econom {link} via,1
1407,muer president guinea-bissau malam bacai sanh {link} ep,1
1408,convien record año sub impuest atent deficit hoy {link},1
1409,happy bday happy bday mom feliz cumpl mami mas cooki mund amo,0
1410,madr muj mas bell mamit q siempr alli amig graci {link},0
1411,anunci defraud cm minim l polit d viviend d l generalitat control dl fraud dl gob {link},1
1412,escobill pondr mand mierd colos castellonens darl util,1
1413,siempr clas rt rolls-royc logr cifr vent alta años histori - {link},0
1414,habl corrupcion sient banquill,1
1415,bastay deten hombr años supuest agresor muj {link},0
1416,just palabrasanz critic cinism psoe- calif rey recort {link},1
1417,alucin greci inclu pedofil list person discapac derech pag {link} via,1
1418,“ diossssssssss encantaa quier tocarrrrrrrloo espachurrarrloooo”jajjaj,0
1419,recort social pso andaluc blog {link},1
1420,enhorabuen compañer much muchisim suert besaz,0
1421,graci segu cabalgatagtv dsd medi mundoamig d sigu pas viern pais sevillahoy,0
1422,“ bello tan fiel amist present santi {link},0
1423,patxi lopez reclam acerc pres,1
1424,sigu buen gent - encant ver aqu -,0
1425,impuestos“ facil deb ser contrat dificil desped ministr sori pong barat oig baratoel desp,1
1426,echam men hoy gran debut intermedi,0
1427,enhorabuen daniel gran alcald - rt graci cristin mencion hab acompañ hoy abraz,0
1428,crisis quienbitly/xaedm,1
1429,bitly/xaedmcrisis bitly/xaedm,1
1430,avis emit descuida“ juli avis list doc ana mar matut gracias”,0
1431,mes medi tiemp hac gir tod españ,0
1432,veng ver peli ¨ the artist ¨ verd encant recomend,0
1433,ah hoy pong velit lun llen mejor dese dais tant luz compañ,0
1434,feliz noch lun llen tod caig sueñ dic amig besosdes,0
1435,aunqu bb se pon enlac recom articul d jos luis puert reform bienest ayer pais,0
1436,llev hor medi pie realid despert,1
1437,men muert her explosion bomb gasoliner pakistan zon fronteriz afganistan,1
1438,buen dias hac fri,0
1439,lament cataluñ prioriz construccion nacional polit identitari saludeduc recuper econom,1
1440,vam mart -,0
1441,riesg hac cin altern,1
1442,buen dias asambleamadr estupend mart -,0
1443,sal haci chin primer coch seat barcelonaseat pretend vend coch chin {link},0
1444,twitt propon sig guind cuent fak manej habil suplant deb caer buen mult,1
1445,forumeurop segu ampli ofert cultural museist malag,0
1446,avanz cas noos imput jaum mat apoder aizoon sl empres duqu {link},1
1447,rajoy dec mat camps 'ejemplos' buen gestion hemerotec letal {link},0
1448,descubr dedic q encant {link},0
1449,abraz tod fuerz,0
1450,enhorabuen candidat goy,0
1451,graci teres “ much felic disfrut dia”,0
1452,graci goyi “ much felic president salud cumpl mas”,0
1453,belen esteb dia marmot jesulin ubriqu ide hij andre {link},1
1454,graci amigoooo veo ratin abrazac,0
1455,anim valient rt muchisim graci todosteng leucemi anim luch buen medic muchisim afect,0
1456,josemi sorry “ hoy dia unfollow invad timelin felicidades”,0
1457,graciasss trabaj x ello “ felic president aver si trabaj mejor situacion”,0
1458,enhorabuen compañer primer entrev llev años pid,0
1459,respond amabl peticion jaj,0
1460,parec critic primer entrev rajoy efe agenci public español internacional contrast,0
1461,rajoy efe prevision sub iva descart banc mal,0
